_real_time,_totl_time,missn_time,timer_time,_zulu_time,local_time,hobbs_time,_Vind_kias,_Vind_keas,Vtrue_ktas,Vtrue_ktgs,_Vind__mph,Vtruemphas,Vtruemphgs,_Machratio,__VVI__fpm,Gloadnorml,Gloadaxial,Gload_side,alpha__deg,_beta__deg,hpath_true,vpath__deg,_slip__deg,pitch__deg,_roll__deg,hding_true,hding__mag,mavar__deg,__mag_comp,__lat__deg,__lon__deg,___CGftMSL,_gearftagl,terrnftMSL,p-altftMSL,__latorign,__lonorign,thro1engin
330.60342,1135.83167,53.30564,0,11.11548,16.61548,3.34883,179.91611,171.92357,386.17303,386.16653,207.04376,444.40002,444.39252,0.67328,212.33618,0.99518,0.04329,-0.00135,2.09718,-0.09885,185.99025,0.31377,-0.07772,2.41144,0.29723,185.90227,185.46864,-0.43362,186.05072,26.44999,82.35583,44604.8125,44298.30469,305.12488,44604.81641,26.5,83,1
330.69217,1135.95398,53.42798,0,11.11551,16.61551,3.34887,179.916,171.92297,386.1763,386.17023,207.04364,444.40378,444.39679,0.67329,212.55893,0.99518,0.04329,-0.00135,2.09718,-0.09884,185.99155,0.31411,-0.07772,2.41178,0.29551,185.90352,185.46992,-0.43359,186.05054,26.44977,82.35581,44605.24609,44298.73828,305.12512,44605.25,26.5,83,1
330.80795,1136.09875,53.57281,0,11.11555,16.61555,3.34891,179.91583,171.9225,386.18002,386.17401,207.04344,444.40805,444.40112,0.67329,212.82706,0.99519,0.04328,-0.00135,2.09722,-0.09883,185.99307,0.31452,-0.07771,2.41222,0.2935,185.90498,185.47142,-0.43356,186.05032,26.44951,82.35578,44605.76172,44299.03516,305.34335,44605.76562,26.5,83,1
330.92612,1136.24646,53.72041,0,11.11559,16.61559,3.34895,179.91566,171.92201,386.18384,386.17783,207.04326,444.41245,444.40552,0.6733,213.10252,0.99521,0.04328,-0.00135,2.09729,-0.09881,185.99461,0.31494,-0.07771,2.4127,0.29147,185.90646,185.47295,-0.43352,186.05011,26.44925,82.35575,44606.28516,44297.83203,307.06888,44606.28906,26.5,83,1
331.05518,1136.39868,53.8727,0,11.11564,16.61564,3.34899,179.91545,171.92151,386.18771,386.18164,207.04301,444.4169,444.40991,0.67331,213.38774,0.99527,0.04328,-0.00135,2.09735,-0.09881,185.99619,0.3154,-0.07769,2.41322,0.28933,185.90797,185.47449,-0.43348,186.0499,26.44898,82.35572,44606.82812,44296.59375,308.84952,44606.83203,26.5,83,1
331.18991,1136.56213,54.03609,0,11.11568,16.61568,3.34904,179.91519,171.92096,386.19186,386.18579,207.04271,444.42169,444.41467,0.67331,213.69865,0.99527,0.04327,-0.00135,2.09734,-0.09879,185.99785,0.31589,-0.07768,2.41371,0.28685,185.90956,185.47612,-0.43344,186.04965,26.44869,82.35569,44607.41016,44295.26562,310.76062,44607.41406,26.5,83,1
331.30466,1136.70264,54.1766,0,11.11572,16.61572,3.34908,179.91499,171.92047,386.1955,386.18933,207.04248,444.42587,444.41876,0.67332,213.96971,0.99525,0.04326,-0.00135,2.09731,-0.09881,185.99927,0.31632,-0.07767,2.4141,0.28469,185.91087,185.47746,-0.43341,186.04944,26.44844,82.35566,44607.91016,44294.125,312.40445,44607.91406,26.5,83,1
331.41574,1136.83752,54.3115,0,11.11576,16.61576,3.34911,179.91475,171.91998,386.19888,386.19278,207.04221,444.42975,444.42273,0.67333,214.23245,0.99524,0.04326,-0.00135,2.09729,-0.09881,186.00063,0.31672,-0.07766,2.41447,0.28259,185.91216,185.47878,-0.43338,186.04919,26.4482,82.35563,44608.39453,44293.02734,313.98306,44608.39844,26.5,83,1
331.52795,1136.97485,54.44884,0,11.1158,16.6158,3.34915,179.91451,171.91949,386.20233,386.1962,207.04192,444.43375,444.42667,0.67333,214.50272,0.99523,0.04325,-0.00135,2.09728,-0.09881,186.00198,0.31713,-0.07765,2.41487,0.28042,185.91344,185.4801,-0.43334,186.04895,26.44795,82.3556,44608.88672,44291.91406,315.59058,44608.89062,26.5,83,1
331.64926,1137.12549,54.59953,0,11.11584,16.61584,3.34919,179.91425,171.91887,386.20596,386.19989,207.04163,444.4379,444.43091,0.67334,214.80264,0.99524,0.04325,-0.00135,2.09732,-0.09883,186.00345,0.31757,-0.07765,2.41534,0.27801,185.91479,185.48149,-0.4333,186.04868,26.44769,82.35557,44609.42578,44290.6875,317.35474,44609.42969,26.5,83,1
