_real_time,_totl_time,missn_time,timer_time,_zulu_time,local_time,hobbs_time,_Vind_kias,_Vind_keas,Vtrue_ktas,Vtrue_ktgs,_Vind__mph,Vtruemphas,Vtruemphgs,_Machratio,__VVI__fpm,Gloadnorml,Gloadaxial,Gload_side,alpha__deg,_beta__deg,hpath_true,vpath__deg,_slip__deg,pitch__deg,_roll__deg,hding_true,hding__mag,mavar__deg,__mag_comp,__lat__deg,__lon__deg,___CGftMSL,_gearftagl,terrnftMSL,p-altftMSL,__latorign,__lonorign,thro1engin
109.41048,1122.10889,39.58293,0,11.11167,16.61167,3.39104,179.89308,171.93936,385.78137,385.77747,207.01727,443.94928,443.94479,0.6726,165.43335,0.99395,0.04372,-0.00128,2.09553,-0.09738,185.74617,0.24049,-0.07426,2.33388,-1.05393,185.61026,185.17314,-0.43712,184.77164,26.47451,82.35776,44558.78125,44250.41016,306.95728,44558.78516,26.5,83,1
109.52686,1122.25024,39.7242,0,11.11171,16.61171,3.39108,179.8958,171.94157,385.78992,385.78604,207.0204,443.95914,443.95465,0.67261,165.20361,0.994,0.04371,-0.00128,2.09558,-0.09735,185.73831,0.24033,-0.07423,2.33374,-1.06537,185.60202,185.16493,-0.43708,184.75479,26.47426,82.35773,44559.16406,44253.26562,304.48755,44559.16797,26.5,83,1
109.63892,1122.39111,39.86515,0,11.11175,16.61175,3.39112,179.89854,171.94376,385.79834,385.79456,207.02356,443.96881,443.96445,0.67263,164.99142,0.99404,0.0437,-0.00128,2.09561,-0.09735,185.73036,0.24019,-0.0742,2.3336,-1.07675,185.59367,185.15663,-0.43705,184.7379,26.47401,82.3577,44559.54688,44254.82031,303.3132,44559.55078,26.5,83,1
109.76376,1122.54626,40.02032,0,11.11179,16.61179,3.39116,179.90157,171.94617,385.80762,385.80377,207.02704,443.97949,443.97507,0.67264,164.77719,0.99408,0.04369,-0.00128,2.09565,-0.09731,185.72154,0.24005,-0.07417,2.33347,-1.08926,185.58443,185.14742,-0.43701,184.71924,26.47374,82.35767,44559.96484,44255.23828,303.31592,44559.96875,26.5,83,1
109.87873,1122.68945,40.16351,0,11.11183,16.61183,3.3912,179.90427,171.94839,385.81622,385.81238,207.03014,443.98941,443.98495,0.67266,164.59766,0.99414,0.04369,-0.00128,2.09571,-0.09728,185.71332,0.23993,-0.07414,2.33339,-1.10076,185.57582,185.13884,-0.43697,184.702,26.47348,82.35764,44560.35156,44255.62109,303.31894,44560.35547,26.5,83,1
109.99342,1122.83362,40.30761,0,11.11187,16.61187,3.39124,179.90704,171.95061,385.82483,385.82098,207.03334,443.9993,443.99487,0.67267,164.43333,0.99421,0.04368,-0.00128,2.09581,-0.09727,185.70496,0.23985,-0.0741,2.33338,-1.1123,185.56705,185.13011,-0.43694,184.68457,26.47323,82.35761,44560.74219,44256.00781,303.32245,44560.74609,26.5,83,1
110.131,1123.00122,40.47519,0,11.11192,16.61192,3.39129,179.91026,171.95316,385.83472,385.83087,207.03703,444.01071,444.00626,0.67269,164.26271,0.99434,0.04367,-0.00128,2.09596,-0.09725,185.69514,0.23978,-0.07405,2.33343,-1.12571,185.55675,185.11984,-0.4369,184.66423,26.47293,82.35758,44561.19531,44256.45703,303.32721,44561.19922,26.5,83,1
110.24451,1123.14294,40.61691,0,11.11195,16.61196,3.39133,179.91293,171.95529,385.84308,385.8392,207.04012,444.02029,444.01584,0.67271,164.13576,0.9944,0.04366,-0.00127,2.09605,-0.09723,185.68675,0.23977,-0.07402,2.33347,-1.13726,185.54794,185.11108,-0.43686,184.64694,26.47268,82.35755,44561.57812,44256.83594,303.33173,44561.58203,26.5,83,1
110.35712,1123.28076,40.75482,0,11.11199,16.61199,3.39136,179.91553,171.95735,385.85114,385.84726,207.04309,444.02957,444.02512,0.67272,164.02823,0.99445,0.04366,-0.00127,2.09608,-0.09723,185.6785,0.23978,-0.07398,2.33349,-1.14858,185.53929,185.10246,-0.43683,184.63005,26.47243,82.35752,44561.94922,44257.20312,303.33655,44561.95312,26.5,83,1
110.48165,1123.43469,40.90874,0,11.11204,16.61204,3.39141,179.91844,171.95967,385.8602,385.85632,207.04645,444.04001,444.03555,0.67274,163.92677,0.99449,0.04365,-0.00127,2.09611,-0.09721,185.6692,0.2398,-0.07394,2.33351,-1.16127,185.52954,185.09276,-0.43679,184.6111,26.47216,82.35749,44562.36719,44257.61328,303.3425,44562.37109,26.5,83,1
110.59143,1123.56836,41.04239,0,11.11207,16.61207,3.39144,179.92094,171.96164,385.86801,385.86417,207.04933,444.04901,444.04456,0.67275,163.85478,0.99453,0.04364,-0.00128,2.09614,-0.09723,185.66106,0.23984,-0.0739,2.33355,-1.17234,185.52097,185.08421,-0.43676,184.59456,26.47192,82.35747,44562.72656,44257.96875,303.34814,44562.73047,26.5,83,1
110.72444,1123.72937,41.20343,0,11.11212,16.61212,3.39149,179.92397,171.96399,385.87732,385.8735,207.05281,444.05972,444.05533,0.67276,163.78676,0.99459,0.04363,-0.00128,2.09622,-0.0972,185.65114,0.2399,-0.07387,2.33366,-1.18573,185.51059,185.07387,-0.43672,184.57446,26.47163,82.35744,44563.16406,44258.39844,303.35544,44563.16797,26.5,83,1
110.8358,1123.86694,41.341,0,11.11216,16.61216,3.39153,179.92651,171.96599,385.88525,385.88141,207.05574,444.06882,444.06442,0.67278,163.74434,0.99465,0.04362,-0.00127,2.09631,-0.0972,185.64259,0.23997,-0.07385,2.3338,-1.19721,185.50163,185.06496,-0.43668,184.55722,26.47139,82.35741,44563.53516,44258.76562,303.36221,44563.53906,26.5,83,1
110.95226,1124.01331,41.48729,0,11.1122,16.6122,3.39157,179.92926,171.96809,385.89365,385.88983,207.0589,444.07849,444.0741,0.67279,163.71465,0.99478,0.04362,-0.00128,2.09645,-0.0972,185.63341,0.24008,-0.07382,2.33402,-1.20943,185.49199,185.05534,-0.43665,184.53877,26.47113,82.35738,44563.92969,44259.15234,303.36996,44563.93359,26.5,83,1
111.08651,1124.17432,41.64828,0,11.11224,16.61224,3.39161,179.93219,171.97044,385.90292,385.89911,207.06227,444.08917,444.08478,0.67281,163.70073,0.99484,0.04361,-0.00128,2.09653,-0.09719,185.6232,0.24026,-0.07379,2.33424,-1.22272,185.48131,185.04471,-0.43661,184.51834,26.47084,82.35735,44564.36719,44259.57812,303.37906,44564.37109,26.5,83,1
111.20313,1124.31848,41.79248,0,11.11228,16.61228,3.39165,179.93481,171.97249,385.91116,385.90729,207.06529,444.09866,444.09418,0.67282,163.70584,0.99488,0.0436,-0.00127,2.09657,-0.09717,185.61397,0.24043,-0.07377,2.33442,-1.23455,185.47166,185.0351,-0.43657,184.49997,26.47058,82.35732,44564.75781,44259.96094,303.38766,44564.75781,26.5,83,1
111.30873,1124.4541,41.92812,0,11.11232,16.61232,3.39169,179.93727,171.97441,385.91888,385.91507,207.06812,444.10754,444.10315,0.67284,163.72615,0.99492,0.04359,-0.00127,2.09658,-0.09715,185.60521,0.2406,-0.07375,2.33458,-1.24565,185.46251,185.02597,-0.43654,184.48267,26.47034,82.35729,44565.125,44260.32031,303.3963,44565.12891,26.5,83,1
111.43805,1124.60938,42.08341,0,11.11236,16.61236,3.39173,179.94006,171.97662,385.9277,385.92386,207.07133,444.11771,444.11325,0.67285,163.76691,0.99496,0.04358,-0.00127,2.09662,-0.09711,185.59509,0.24082,-0.07372,2.3348,-1.25836,185.45197,185.01547,-0.4365,184.46274,26.47007,82.35726,44565.54688,44260.73047,303.40665,44565.54688,26.5,83,1
111.55186,1124.75244,42.22643,0,11.1124,16.6124,3.39177,179.94261,171.97858,385.93576,385.93188,207.07426,444.12695,444.1225,0.67287,163.82045,0.99501,0.04357,-0.00127,2.09669,-0.0971,185.58569,0.24103,-0.07369,2.33506,-1.27002,185.44215,185.00569,-0.43646,184.44432,26.46981,82.35724,44565.93359,44261.10938,303.41678,44565.9375,26.5,83,1
111.66654,1124.89258,42.36657,0,11.11244,16.61244,3.39181,179.9451,171.9805,385.94357,385.93967,207.07713,444.13596,444.13144,0.67288,163.88719,0.99508,0.04357,-0.00127,2.09679,-0.09709,185.57639,0.24126,-0.07366,2.33537,-1.28144,185.43245,184.99602,-0.43643,184.42619,26.46956,82.35721,44566.3125,44261.48047,303.42709,44566.31641,26.5,83,1
111.77653,1125.02649,42.50055,0,11.11248,16.61248,3.39185,179.94745,171.98235,385.95114,385.94724,207.07983,444.14468,444.14017,0.67289,163.96402,0.99519,0.04356,-0.00127,2.09691,-0.09706,185.56743,0.24151,-0.07363,2.33571,-1.29235,185.42313,184.98672,-0.43639,184.40886,26.46932,82.35719,44566.67969,44261.83203,303.43747,44566.68359,26.5,83,1
111.91168,1125.19165,42.66564,0,11.11252,16.61252,3.39189,179.9503,171.98459,385.9603,385.95639,207.08311,444.15518,444.1507,0.67291,164.07729,0.99526,0.04355,-0.00127,2.097,-0.09704,185.55629,0.24187,-0.07359,2.33611,-1.30601,185.4115,184.97514,-0.43635,184.38737,26.46903,82.35715,44567.12891,44260.09375,305.62729,44567.13281,26.5,83,1
112.03413,1125.34277,42.81681,0,11.11257,16.61257,3.39194,179.95293,171.98656,385.96857,385.96472,207.08614,444.1647,444.16028,0.67292,164.19902,0.9953,0.04354,-0.00127,2.09703,-0.09705,185.54599,0.24221,-0.07355,2.33645,-1.31862,185.40071,184.9644,-0.43632,184.3676,26.46876,82.35712,44567.53906,44257.82422,308.31152,44567.54297,26.5,83,1
