_real_time,_totl_time,missn_time,timer_time,_zulu_time,local_time,hobbs_time,_Vind_kias,_Vind_keas,Vtrue_ktas,Vtrue_ktgs,_Vind__mph,Vtruemphas,Vtruemphgs,_Machratio,__VVI__fpm,Gloadnorml,Gloadaxial,Gload_side,alpha__deg,_beta__deg,hpath_true,vpath__deg,_slip__deg,pitch__deg,_roll__deg,hding_true,hding__mag,mavar__deg,__mag_comp,__lat__deg,__lon__deg,___CGftMSL,_gearftagl,terrnftMSL,p-altftMSL,__latorign,__lonorign,thro1engin
29.60612,1489.39954,0.05025,0,11.21367,16.71367,3.87292,1.14592,155.93065,200.81236,200.80429,1.3187,231.09076,231.08145,0.32217,-121.4331,1.26172,0.10271,-0.0034,4.53454,-0.12225,174.72081,-0.31815,-0.07929,4.21741,0.59751,174.6458,174.22734,-0.41845,174.85553,26.51117,82.62593,16314.3623,16028.3623,282.63303,16314.34863,26.5,83,0.00374
30.264,1489.49695,0.14773,0,11.21369,16.71369,3.87295,6.73995,155.94112,200.82535,200.82109,7.75619,231.10568,231.10078,0.32219,-102.58876,1.24957,0.10056,-0.00241,4.45027,-0.11652,174.72636,-0.17764,-0.08089,4.27355,0.55331,174.65279,174.23434,-0.41844,174.86037,26.51108,82.62595,16314.22949,16028.02637,282.8363,16314.21484,26.5,83,0.00673
30.51748,1489.62402,0.2748,0,11.21373,16.71373,3.87298,18.10148,155.95204,200.83911,200.83783,20.83082,231.12152,231.12006,0.32222,-85.0231,1.19126,0.09359,-0.00169,4.2391,-0.10807,174.73288,-0.02301,-0.0818,4.21688,0.51649,174.66298,174.24455,-0.41842,174.86253,26.51096,82.62595,16314.16309,16027.69629,283.10144,16314.14941,26.5,83,0.0099
30.61879,1489.72534,0.3761,0,11.21376,16.71376,3.87301,29.00343,155.96027,200.84975,200.84813,33.37656,231.13377,231.13191,0.32223,-73.38394,1.13731,0.08731,-0.00123,4.0258,-0.10176,174.73778,0.0685,-0.08133,4.09503,0.50133,174.67122,174.25281,-0.41841,174.86252,26.51087,82.62596,16314.18066,16027.50195,283.31296,16314.16699,26.5,83,0.01248
30.71045,1489.81702,0.46776,0,11.21378,16.71378,3.87304,39.55252,155.96822,200.86014,200.85777,45.51623,231.14572,231.14301,0.32225,-63.30824,1.08672,0.08157,-0.00088,3.82461,-0.09716,174.74208,0.12452,-0.08015,3.94983,0.49775,174.67812,174.25972,-0.41839,174.86211,26.51078,82.62598,16314.23633,16027.36621,283.50446,16314.22168,26.5,83,0.01486
30.79146,1489.89807,0.54878,0,11.21381,16.7138,3.87306,48.87152,155.97598,200.87039,200.86852,56.24035,231.15753,231.15536,0.32227,-54.5216,1.03986,0.07641,-0.00062,3.6576,-0.09424,174.7458,0.15245,-0.07857,3.81073,0.50117,174.68355,174.26517,-0.41838,174.86186,26.51071,82.62598,16314.30371,16027.26367,283.67374,16314.28906,26.5,83,0.01701
30.91094,1490.01294,0.66371,0,11.21384,16.71384,3.87309,61.952,155.98843,200.88676,200.88483,71.29308,231.17638,231.17413,0.32229,-41.88754,0.98754,0.07075,-0.00044,3.45469,-0.09241,174.75108,0.16315,-0.07586,3.61853,0.51455,174.68967,174.2713,-0.41836,174.86218,26.5106,82.62599,16314.41309,16027.13184,283.914,16314.39844,26.5,83,0.02011
30.99583,1490.0979,0.7486,0,11.21386,16.71386,3.87311,71.08234,155.99881,200.90039,200.89825,81.8001,231.19206,231.18959,0.32231,-32.83664,0.95919,0.06766,-0.00042,3.34088,-0.09274,174.75494,0.15229,-0.07373,3.49388,0.52817,174.69298,174.27463,-0.41835,174.86317,26.51052,82.626,16314.49121,16027.0332,284.09155,16314.47754,26.5,83,0.02243
31.0892,1490.19128,0.84197,0,11.21389,16.71389,3.87314,80.44234,156.01128,200.91673,200.91438,92.57139,231.21085,231.20815,0.32234,-23.51581,0.93777,0.06522,-0.00048,3.2543,-0.09463,174.7592,0.12719,-0.07157,3.38224,0.54449,174.69548,174.27715,-0.41834,174.86508,26.51044,82.62601,16314.56738,16026.91406,284.28683,16314.55371,26.5,83,0.02502
31.16828,1490.26099,0.91168,0,11.21391,16.71391,3.87316,87.09425,156.02115,200.92953,200.92448,100.22628,231.2256,231.21977,0.32236,-17.03447,0.93001,0.06417,-0.00057,3.21741,-0.09698,174.76237,0.10312,-0.0702,3.32132,0.55622,174.69661,174.27827,-0.41833,174.86697,26.51037,82.62601,16314.61328,16026.81348,284.43274,16314.59863,26.5,83,0.02694
31.26798,1490.3606,1.01138,0,11.21393,16.71393,3.87319,95.73749,156.03587,200.9487,200.94643,110.17274,231.24765,231.24503,0.32239,-9.0439,0.92437,0.06312,-0.00078,3.19936,-0.10127,174.76689,0.06476,-0.06892,3.26497,0.57064,174.69749,174.27917,-0.41831,174.87029,26.51028,82.62602,16314.66113,16026.65332,284.64151,16314.64648,26.5,83,0.02983
31.3718,1490.46448,1.1152,0,11.21396,16.71396,3.87322,103.84135,156.05162,200.96907,200.96747,119.4985,231.27109,231.26924,0.32242,-2.41984,0.93028,0.06308,-0.00079,3.21925,-0.10636,174.77158,0.02552,-0.06851,3.24568,0.58081,174.69785,174.27954,-0.4183,174.87418,26.51018,82.62604,16314.68652,16026.46094,284.85901,16314.67188,26.5,83,0.03286
31.46881,1490.56152,1.21221,0,11.21399,16.71399,3.87324,110.63054,156.06621,200.98788,200.98665,127.31136,231.29274,231.29131,0.32245,2.08191,0.9436,0.06371,-0.00009,3.26516,-0.11121,174.77597,-0.00626,-0.06898,3.25986,0.58481,174.69807,174.27979,-0.41828,174.87785,26.51009,82.62605,16314.68945,16026.26074,285.06226,16314.67578,26.5,83,0.03572
31.55508,1490.64771,1.29848,0,11.21401,16.71401,3.87327,116.02764,156.07874,201.00398,201.00246,133.52223,231.31126,231.30951,0.32248,4.73566,0.95863,0.06455,0.00078,3.31981,-0.11533,174.77988,-0.028,-0.06978,3.29281,0.58457,174.69841,174.28014,-0.41827,174.88106,26.51001,82.62605,16314.67871,16026.07031,285.24316,16314.66504,26.5,83,0.0383
31.64635,1490.73901,1.38975,0,11.21404,16.71404,3.87329,121.13905,156.09123,201.02,201.0174,139.40434,231.3297,231.32669,0.32251,6.28293,0.97441,0.06554,0.00075,3.38469,-0.1193,174.78397,-0.04314,-0.07076,3.34259,0.58067,174.69896,174.2807,-0.41826,174.88429,26.50993,82.62606,16314.6582,16025.85645,285.43454,16314.64453,26.5,83,0.04103
31.76111,1490.85376,1.50451,0,11.21407,16.71407,3.87332,126.78076,156.10539,201.03815,201.03671,145.8967,231.35057,231.34892,0.32254,6.69659,0.99584,0.0671,-0.00081,3.4671,-0.12275,174.78891,-0.05033,-0.07261,3.41781,0.56846,174.70053,174.28229,-0.41824,174.88756,26.50982,82.62607,16314.62402,16025.71582,285.54144,16314.61035,26.5,83,0.04456
31.87269,1490.96533,1.61609,0,11.2141,16.7141,3.87335,131.47382,156.11726,201.05331,201.05164,151.29736,231.36803,231.3661,0.32256,5.94693,1.01291,0.06827,-0.00184,3.5383,-0.12376,174.79349,-0.04518,-0.07527,3.49414,0.54891,174.70361,174.28539,-0.41822,174.88945,26.50972,82.62608,16314.5918,16026.02832,285.19748,16314.57715,26.5,83,0.04801
31.95579,1491.04846,1.69919,0,11.21412,16.71412,3.87338,134.51917,156.12473,201.06287,201.06143,154.8019,231.37903,231.37737,0.32257,4.96281,1.02396,0.06897,-0.00209,3.58156,-0.12295,174.79683,-0.03469,-0.07727,3.54786,0.53165,174.70709,174.28888,-0.41821,174.89001,26.50964,82.62609,16314.57129,16026.26367,284.94113,16314.55762,26.5,83,0.05062
32.07549,1491.16809,1.81889,0,11.21416,16.71416,3.87341,138.31778,156.13338,201.07396,201.07259,159.17326,231.39178,231.39021,0.32259,3.36232,1.03524,0.06951,-0.00204,3.6258,-0.11985,174.80151,-0.01216,-0.07972,3.61456,0.50689,174.71373,174.29553,-0.4182,174.88979,26.50953,82.6261,16314.55469,16026.61621,284.57217,16314.54102,26.5,83,0.05441
32.16162,1491.25427,1.90502,0,11.21418,16.71418,3.87343,140.68098,156.13811,201.08002,201.07846,161.89279,231.39877,231.39697,0.3226,2.35245,1.03974,0.06955,-0.00189,3.64356,-0.11658,174.80484,0.00759,-0.08102,3.65201,0.49126,174.71948,174.3013,-0.41818,174.88911,26.50945,82.62611,16314.55371,16026.88086,284.30673,16314.54004,26.5,83,0.05714
32.26992,1491.36255,2.01332,0,11.21421,16.71421,3.87346,143.21898,156.14235,201.08554,201.08496,164.81346,231.40512,231.40445,0.32261,1.5425,1.04222,0.06928,-0.00163,3.65105,-0.11189,174.80899,0.03444,-0.08189,3.68629,0.4758,174.7274,174.30923,-0.41817,174.88805,26.50935,82.62612,16314.56738,16027.22852,283.97314,16314.55371,26.5,83,0.06068
32.35728,1491.44324,2.094,0,11.21423,16.71423,3.87349,144.86937,156.14445,201.0883,201.08748,166.71269,231.40829,231.40735,0.32262,1.41302,1.04145,0.06882,-0.00146,3.64676,-0.1083,174.81209,0.05451,-0.08207,3.70203,0.46816,174.73357,174.31541,-0.41815,174.88737,26.50927,82.62613,16314.58984,16027.49902,283.72467,16314.5752,26.5,83,0.06327
32.46684,1491.55286,2.20356,0,11.21426,16.71426,3.87352,146.78401,156.146,201.09044,201.0901,168.91603,231.41075,231.41037,0.32262,1.93796,1.03721,0.06788,-0.0012,3.6317,-0.10377,174.81633,0.08017,-0.08162,3.71259,0.46289,174.74188,174.32375,-0.41814,174.88699,26.50917,82.62614,16314.63379,16027.87988,283.38727,16314.61914,26.5,83,0.06692
